"curso","matriz","semestre","codigo","nome","creditos","tipo","subgrupo","preRequisitos","turmas"
"G010","2023/01","Indefinido","GCC221","Processamento Digital de Imagens","4","eletiva","","Forte: GMM104","[]"
"G010","2023/01","7","GCC222","Ética, Computador e Sociedade","4","obrigatoria","","Forte: GCC220","[{""id"": ""10A"", ""horarios"": [{""dia"": 2, ""inicio"": 19, ""fim"": 21}, {""dia"": 4, ""inicio"": 19, ""fim"": 21}], ""anp"": false}, {""id"": ""14A"", ""horarios"": [{""dia"": 2, ""inicio"": 19, ""fim"": 21}, {""dia"": 4, ""inicio"": 19, ""fim"": 21}], ""anp"": false}]"
"G010","2023/01","Indefinido","GCC223","Acessibilidade em Sistemas Computacionais","4","eletiva","","Forte: GCC219","[]"
"G010","2023/01","Indefinido","GCC225","Gestão do Conhecimento no Setor Público","4","eletiva","","","[]"
"G010","2023/01","Indefinido","GCC226","Inovação Aberta","4","eletiva","","","[]"
"G010","2023/01","Indefinido","GCC227","Manutenção e Evolução de Software","4","eletiva","","Minimo: GAC106","[]"
"G010","2013/02","Indefinido","GCC228","Sistemas Fuzzy","4","eletiva","","Forte: GES101, GAC101, GMM104","[]"
"G010","2013/02","Indefinido","GCC229","Computação Evolutiva","2","eletiva","","Forte: GES101, GAC102","[]"
"G010","2013/02","Indefinido","GCC231","Geração de Malhas Computacionais","4","eletiva","","Forte: GCC103, GCC111, GMM102","[]"
"G010","2013/02","Indefinido","GCC232","Introdução a Meta-heurísticas","4","eletiva","","Forte: GCC103, GCC118, GCC111","[]"
"G010","2013/02","Indefinido","GCC234","Avaliação de Qualidade de Experiência em Serviços Multimídia","4","eletiva","","Forte: GCC125, GCC117","[]"
"G010","2013/02","Indefinido","GCC235","Computação Autonômica","2","eletiva","","Forte: GCC128","[]"
"G010","2013/02","Indefinido","GCC237","Processamento Computacional de Áudio e Vídeo","4","eletiva","","Forte: GCC113, GES101, GAC102, GMM102, GMM108","[]"
"G010","2023/01","Indefinido","GCC240","Governo Eletrônico","4","eletiva","","Minimo: GCC263","[]"
"G010","2023/01","1","GCC241","Introdução a Computação","2","obrigatoria","","","[{""id"": ""10A"", ""horarios"": [{""dia"": 5, ""inicio"": 14, ""fim"": 16}], ""anp"": false}, {""id"": ""14A"", ""horarios"": [{""dia"": 4, ""inicio"": 21, ""fim"": 23}], ""anp"": false}]"
"G010","2023/01","Indefinido","GCC242","Segurança, Auditoria e Avaliação de Sistemas de Informação","4","eletiva","","Forte: GCC188, GCC176","[{""id"": ""10A"", ""horarios"": [{""dia"": 3, ""inicio"": 19, ""fim"": 21}, {""dia"": 7, ""inicio"": 12, ""fim"": 13}], ""anp"": true}, {""id"": ""14A"", ""horarios"": [{""dia"": 3, ""inicio"": 19, ""fim"": 21}, {""dia"": 7, ""inicio"": 12, ""fim"": 13}], ""anp"": true}]"
"G010","2023/01","Indefinido","GCC243","Qualidade de Software","4","eletiva","","Forte: GCC135","[{""id"": ""14A"", ""horarios"": [{""dia"": 3, ""inicio"": 19, ""fim"": 21}, {""dia"": 7, ""inicio"": 7, ""fim"": 8}], ""anp"": true}]"
"G010","2023/01","Indefinido","GCC244","Processos de Software","4","eletiva","","Forte: GCC188","[{""id"": ""10A"", ""horarios"": [{""dia"": 4, ""inicio"": 19, ""fim"": 21}, {""dia"": 7, ""inicio"": 20, ""fim"": 21}], ""anp"": false}, {""id"": ""14A"", ""horarios"": [{""dia"": 4, ""inicio"": 19, ""fim"": 21}, {""dia"": 7, ""inicio"": 20, ""fim"": 21}], ""anp"": false}]"
"G010","2023/01","Indefinido","GCC247","Gestão de Processos de Negócio","4","eletiva","","Minimo: GCC188","[]"
"G010","2013/02","Indefinido","GCC248","Linhas de Produto de Software","4","eletiva","","Forte: GCC115","[]"
"G010","2013/02","Indefinido","GCC249","Sistemas Hipermídia: Conceitos e Projetos","4","eletiva","","Forte: GAC102","[]"
"G010","2023/01","Indefinido","GCC252","Arquitetura de Software","4","eletiva","","Forte: GCC188","[]"
"G010","2023/01","5","GCC253","Complexidade e Projetos de Algoritmos","4","obrigatoria","","Forte: GCC218, GMM135; Minimo: GCC117, GMM104; Co-requisito: GCC108","[{""id"": ""10A"", ""horarios"": [{""dia"": 2, ""inicio"": 17, ""fim"": 19}, {""dia"": 3, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""14A"", ""horarios"": [{""dia"": 2, ""inicio"": 19, ""fim"": 21}, {""dia"": 3, ""inicio"": 21, ""fim"": 23}], ""anp"": false}]"
"G010","2023/01","Indefinido","GCC255","Teste de Software","4","eletiva","","Forte: GCC188","[]"
"G010","2016/01","Indefinido","GCC259","Desenvolvimento de Software Livre","4","eletiva","","Forte: GCC188","[]"
"G010","2023/01","2","GCC260","Laboratório de Circuitos Digitais","2","obrigatoria","","Co-requisito: GCC261","[{""id"": ""10A"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""22A"", ""horarios"": [{""dia"": 6, ""inicio"": 14, ""fim"": 16}], ""anp"": false}, {""id"": ""22B"", ""horarios"": [{""dia"": 6, ""inicio"": 16, ""fim"": 18}], ""anp"": false}, {""id"": ""10B"", ""horarios"": [{""dia"": 3, ""inicio"": 17, ""fim"": 19}], ""anp"": false}]"
"G010","2023/01","2","GCC261","Introdução aos Circuitos Digitais","4","obrigatoria","","Co-requisito: GCC260","[{""id"": ""22A"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 4, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""10A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"G010","2023/01","3","GCC263","Introdução a Sistemas de Banco de Dados","4","obrigatoria","","Minimo: GAC108","[{""id"": ""10A"", ""horarios"": [{""dia"": 2, ""inicio"": 17, ""fim"": 19}, {""dia"": 7, ""inicio"": 8, ""fim"": 9}], ""anp"": true}, {""id"": ""14A"", ""horarios"": [{""dia"": 2, ""inicio"": 21, ""fim"": 23}, {""dia"": 7, ""inicio"": 13, ""fim"": 14}], ""anp"": true}]"
"G010","2016/01","Indefinido","GCC268","Introdução a Deep Learning","4","eletiva","","Forte: GMM135, GMM111","[]"
"G010","2016/01","Indefinido","GCC269","Fundamentos de Sistemas Multimídia","4","eletiva","","Forte: GCC125","[]"
"G010","2016/01","Indefinido","GCC270","Devops na Prática","4","eletiva","","Forte: GCC188","[{""id"": ""10A"", ""horarios"": [{""dia"": 2, ""inicio"": 21, ""fim"": 23}, {""dia"": 5, ""inicio"": 19, ""fim"": 21}], ""anp"": false}, {""id"": ""14A"", ""horarios"": [{""dia"": 2, ""inicio"": 21, ""fim"": 23}, {""dia"": 5, ""inicio"": 19, ""fim"": 21}], ""anp"": false}]"
"G010","2009/02","1","GCH102","Introdução à Filosofia","4","obrigatoria","","","[{""id"": ""27A"", ""horarios"": [{""dia"": 4, ""inicio"": 21, ""fim"": 23}, {""dia"": 5, ""inicio"": 21, ""fim"": 23}], ""anp"": false}, {""id"": ""25A"", ""horarios"": [{""dia"": 4, ""inicio"": 21, ""fim"": 23}, {""dia"": 5, ""inicio"": 21, ""fim"": 23}], ""anp"": false}, {""id"": ""26A"", ""horarios"": [{""dia"": 4, ""inicio"": 21, ""fim"": 23}, {""dia"": 5, ""inicio"": 21, ""fim"": 23}], ""anp"": false}]"
"G010","2009/02","2","GCH104","Sociologia","4","obrigatoria","","","[{""id"": ""5A"", ""horarios"": [{""dia"": 4, ""inicio"": 7, ""fim"": 9}, {""dia"": 5, ""inicio"": 7, ""fim"": 9}], ""anp"": false}, {""id"": ""43A"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 4, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""19A"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 4, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""22A"", ""horarios"": [{""dia"": 2, ""inicio"": 14, ""fim"": 16}, {""dia"": 4, ""inicio"": 14, ""fim"": 16}], ""anp"": false}, {""id"": ""11A"", ""horarios"": [{""dia"": 2, ""inicio"": 14, ""fim"": 16}, {""dia"": 4, ""inicio"": 14, ""fim"": 16}], ""anp"": false}, {""id"": ""9A"", ""horarios"": [{""dia"": 2, ""inicio"": 14, ""fim"": 16}, {""dia"": 4, ""inicio"": 14, ""fim"": 16}], ""anp"": false}, {""id"": ""3A"", ""horarios"": [{""dia"": 2, ""inicio"": 19, ""fim"": 21}, {""dia"": 3, ""inicio"": 19, ""fim"": 21}], ""anp"": false}, {""id"": ""24A"", ""horarios"": [{""dia"": 2, ""inicio"": 19, ""fim"": 21}, {""dia"": 3, ""inicio"": 19, ""fim"": 21}], ""anp"": false}, {""id"": ""25A"", ""horarios"": [{""dia"": 2, ""inicio"": 19, ""fim"": 21}, {""dia"": 3, ""inicio"": 19, ""fim"": 21}], ""anp"": false}, {""id"": ""26A"", ""horarios"": [{""dia"": 2, ""inicio"": 19, ""fim"": 21}, {""dia"": 3, ""inicio"": 19, ""fim"": 21}], ""anp"": false}]"
"G010","2023/01","Indefinido","GCH110","Psicologia","2","eletiva","","","[{""id"": ""23A"", ""horarios"": [{""dia"": 2, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""24A"", ""horarios"": [{""dia"": 2, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"G010","2016/01","Indefinido","GCH113","História da Lógica","4","eletiva","","","[]"
"G010","2016/01","Indefinido","GCH118","Ética I","4","eletiva","","","[]"
"G010","2016/01","Indefinido","GCH122","Ética II","4","eletiva","","Forte: GCH118","[]"
"G010","2023/01","Indefinido","GCH189","Ciências Políticas","4","eletiva","","","[{""id"": ""24A"", ""horarios"": [{""dia"": 2, ""inicio"": 21, ""fim"": 23}, {""dia"": 3, ""inicio"": 21, ""fim"": 23}], ""anp"": false}, {""id"": ""26A"", ""horarios"": [{""dia"": 2, ""inicio"": 21, ""fim"": 23}, {""dia"": 3, ""inicio"": 21, ""fim"": 23}], ""anp"": false}]"
"G010","2023/01","Indefinido","GCH268","Ética","5","eletiva","","","[{""id"": ""24A"", ""horarios"": [{""dia"": 4, ""inicio"": 21, ""fim"": 23}, {""dia"": 5, ""inicio"": 19, ""fim"": 21}, {""dia"": 7, ""inicio"": 15, ""fim"": 16}], ""anp"": true}]"
"G010","2023/01","Indefinido","GCH300","Lógica: História e Fundamentos","5","eletiva","","","[{""id"": ""24A"", ""horarios"": [{""dia"": 4, ""inicio"": 19, ""fim"": 21}, {""dia"": 5, ""inicio"": 21, ""fim"": 23}, {""dia"": 7, ""inicio"": 10, ""fim"": 11}], ""anp"": true}]"
"G010","2023/01","Indefinido","GDE123","Educação Trabalho Ciência e Tecnologia","2","eletiva","","","[]"
"G010","2023/01","Indefinido","GDE125","Ciência, Tecnologia e Sociedade","2","eletiva","","","[]"
"G010","2023/01","Indefinido","GDE165","História e Culturas Afro-Brasileiras e Indígenas","2","eletiva","","","[{""id"": ""20A"", ""horarios"": [{""dia"": 4, ""inicio"": 14, ""fim"": 16}], ""anp"": false}, {""id"": ""13A"", ""horarios"": [{""dia"": 4, ""inicio"": 16, ""fim"": 18}], ""anp"": false}, {""id"": ""36A"", ""horarios"": [{""dia"": 3, ""inicio"": 19, ""fim"": 21}], ""anp"": false}, {""id"": ""15A"", ""horarios"": [{""dia"": 3, ""inicio"": 21, ""fim"": 23}], ""anp"": false}]"
"G010","2023/01","Indefinido","GDI158","Direito e Cidadania","2","eletiva","","","[{""id"": ""10A"", ""horarios"": [{""dia"": 5, ""inicio"": 21, ""fim"": 23}], ""anp"": false}, {""id"": ""26A"", ""horarios"": [{""dia"": 5, ""inicio"": 21, ""fim"": 23}], ""anp"": false}]"
"G010","2023/01","Indefinido","GEF111","Sensoriamento Remoto e Sistemas de Informações Geográficas","4","eletiva","","","[{""id"": ""5A"", ""horarios"": [{""dia"": 5, ""inicio"": 8, ""fim"": 10}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""5B"", ""horarios"": [{""dia"": 5, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""5C"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 15}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"G010","2023/01","Indefinido","GEL178","Habilidades em Língua Inglesa I","2","eletiva","","","[{""id"": ""25A"", ""horarios"": [{""dia"": 4, ""inicio"": 19, ""fim"": 21}], ""anp"": false}]"
"G010","2013/02","Indefinido","GEL179","Habilidades em Língua Inglesa II","2","eletiva","","Forte: GEL178","[]"
"G010","2016/01","Indefinido","GEL231","Língua Inglesa em Contexto Acadêmico para Proficiência QCE A2","4","eletiva","","","[]"
"G010","2023/01","2","GES101","Estatística","4","obrigatoria","","Forte: GMM104","[{""id"": ""22A"", ""horarios"": [{""dia"": 2, ""inicio"": 7, ""fim"": 9}, {""dia"": 4, ""inicio"": 7, ""fim"": 9}], ""anp"": false}, {""id"": ""3A"", ""horarios"": [{""dia"": 2, ""inicio"": 7, ""fim"": 9}, {""dia"": 4, ""inicio"": 7, ""fim"": 9}], ""anp"": false}, {""id"": ""10A"", ""horarios"": [{""dia"": 3, ""inicio"": 8, ""fim"": 10}, {""dia"": 4, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""5A"", ""horarios"": [{""dia"": 2, ""inicio"": 14, ""fim"": 16}, {""dia"": 5, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""19A"", ""horarios"": [{""dia"": 2, ""inicio"": 14, ""fim"": 16}, {""dia"": 5, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""11A"", ""horarios"": [{""dia"": 2, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""13A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 4, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""21A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 4, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"G010","2023/01","Indefinido","GES102","Estatística Experimental","4","eletiva","","Forte: GES101","[{""id"": ""2A"", ""horarios"": [{""dia"": 3, ""inicio"": 16, ""fim"": 18}, {""dia"": 6, ""inicio"": 7, ""fim"": 9}], ""anp"": false}, {""id"": ""5A"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 5, ""inicio"": 14, ""fim"": 16}], ""anp"": false}, {""id"": ""12A"", ""horarios"": [{""dia"": 4, ""inicio"": 16, ""fim"": 18}, {""dia"": 6, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""11A"", ""horarios"": [{""dia"": 4, ""inicio"": 16, ""fim"": 18}, {""dia"": 6, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""1B"", ""horarios"": [{""dia"": 4, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""3A"", ""horarios"": [{""dia"": 4, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""1A"", ""horarios"": [{""dia"": 2, ""inicio"": 15, ""fim"": 17}, {""dia"": 5, ""inicio"": 16, ""fim"": 18}], ""anp"": false}]"
"G010","2023/01","Indefinido","GES103","Geoestatística","4","eletiva","","","[]"
"G010","2023/01","Indefinido","GFI103","Conceitos de Física A","2","eletiva","","","[{""id"": ""1B"", ""horarios"": [{""dia"": 4, ""inicio"": 16, ""fim"": 18}], ""anp"": false}, {""id"": ""1A"", ""horarios"": [{""dia"": 4, ""inicio"": 16, ""fim"": 18}], ""anp"": false}]"
"G010","2023/01","1","GFI105","Conceitos de Física B","2","obrigatoria","","","[{""id"": ""2A"", ""horarios"": [{""dia"": 5, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""2B"", ""horarios"": [{""dia"": 5, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""10A"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""10B"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"G010","2023/01","Indefinido","GFI125","Física A","4","eletiva","","","[{""id"": ""61A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""46A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""54A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""59A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""30R2"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""60A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""30R1"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""49A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""5A"", ""horarios"": [{""dia"": 5, ""inicio"": 13, ""fim"": 15}, {""dia"": 6, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""13A"", ""horarios"": [{""dia"": 5, ""inicio"": 13, ""fim"": 15}, {""dia"": 6, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""19A"", ""horarios"": [{""dia"": 5, ""inicio"": 13, ""fim"": 15}, {""dia"": 6, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""11A"", ""horarios"": [{""dia"": 5, ""inicio"": 13, ""fim"": 15}, {""dia"": 6, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""3A"", ""horarios"": [{""dia"": 5, ""inicio"": 13, ""fim"": 15}, {""dia"": 6, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""22A"", ""horarios"": [{""dia"": 5, ""inicio"": 13, ""fim"": 15}, {""dia"": 6, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""5B"", ""horarios"": [{""dia"": 5, ""inicio"": 13, ""fim"": 15}, {""dia"": 6, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""21A"", ""horarios"": [{""dia"": 5, ""inicio"": 13, ""fim"": 15}, {""dia"": 6, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"G010","2013/02","Indefinido","GFI129","Física C","4","eletiva","","","[{""id"": ""46B"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""46A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""32A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""33A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""54A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""3A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""31A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""49A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 11}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""3B"", ""horarios"": [{""dia"": 4, ""inicio"": 16, ""fim"": 18}, {""dia"": 6, ""inicio"": 16, ""fim"": 18}], ""anp"": false}, {""id"": ""19A"", ""horarios"": [{""dia"": 4, ""inicio"": 16, ""fim"": 18}, {""dia"": 6, ""inicio"": 16, ""fim"": 18}], ""anp"": false}, {""id"": ""11A"", ""horarios"": [{""dia"": 4, ""inicio"": 16, ""fim"": 18}, {""dia"": 6, ""inicio"": 16, ""fim"": 18}], ""anp"": false}, {""id"": ""22A"", ""horarios"": [{""dia"": 4, ""inicio"": 16, ""fim"": 18}, {""dia"": 6, ""inicio"": 16, ""fim"": 18}], ""anp"": false}, {""id"": ""21A"", ""horarios"": [{""dia"": 4, ""inicio"": 16, ""fim"": 18}, {""dia"": 6, ""inicio"": 16, ""fim"": 18}], ""anp"": false}]"
"G010","2023/01","Indefinido","GMM101","Matemática Fundamental","2","eletiva","","","[{""id"": ""9A"", ""horarios"": [{""dia"": 3, ""inicio"": 15, ""fim"": 17}], ""anp"": false}, {""id"": ""26A"", ""horarios"": [{""dia"": 6, ""inicio"": 21, ""fim"": 23}], ""anp"": false}]"
"G010","2023/01","1","GMM102","Geometria Analítica e Álgebra Linear","4","obrigatoria","","","[{""id"": ""61A"", ""horarios"": [{""dia"": 3, ""inicio"": 7, ""fim"": 9}, {""dia"": 6, ""inicio"": 7, ""fim"": 9}], ""anp"": false}, {""id"": ""46A"", ""horarios"": [{""dia"": 3, ""inicio"": 7, ""fim"": 9}, {""dia"": 6, ""inicio"": 7, ""fim"": 9}], ""anp"": false}, {""id"": ""54A"", ""horarios"": [{""dia"": 3, ""inicio"": 7, ""fim"": 9}, {""dia"": 6, ""inicio"": 7, ""fim"": 9}], ""anp"": false}, {""id"": ""59A"", ""horarios"": [{""dia"": 3, ""inicio"": 7, ""fim"": 9}, {""dia"": 6, ""inicio"": 7, ""fim"": 9}], ""anp"": false}, {""id"": ""3A"", ""horarios"": [{""dia"": 3, ""inicio"": 7, ""fim"": 9}, {""dia"": 6, ""inicio"": 7, ""fim"": 9}], ""anp"": false}, {""id"": ""60A"", ""horarios"": [{""dia"": 3, ""inicio"": 7, ""fim"": 9}, {""dia"": 6, ""inicio"": 7, ""fim"": 9}], ""anp"": false}, {""id"": ""49A"", ""horarios"": [{""dia"": 3, ""inicio"": 7, ""fim"": 9}, {""dia"": 6, ""inicio"": 7, ""fim"": 9}], ""anp"": false}, {""id"": ""5A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""22A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""19A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""11A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""10A"", ""horarios"": [{""dia"": 5, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""21A"", ""horarios"": [{""dia"": 5, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"G010","2023/01","Indefinido","GMM103","Introdução à Lógica","4","eletiva","","","[{""id"": ""18A"", ""horarios"": [{""dia"": 4, ""inicio"": 19, ""fim"": 21}, {""dia"": 6, ""inicio"": 21, ""fim"": 23}], ""anp"": false}, {""id"": ""24A"", ""horarios"": [{""dia"": 4, ""inicio"": 19, ""fim"": 21}, {""dia"": 6, ""inicio"": 21, ""fim"": 23}], ""anp"": false}, {""id"": ""15A"", ""horarios"": [{""dia"": 4, ""inicio"": 19, ""fim"": 21}, {""dia"": 6, ""inicio"": 21, ""fim"": 23}], ""anp"": false}]"
