"curso","matriz","semestre","codigo","nome","creditos","tipo","subgrupo","preRequisitos","turmas"
"DESCONHECIDO","2025/01","1","GCT001","Introdução ao Pensamento Científico e sua Complexidade","4","obrigatoria","","","[{""id"": ""39R1"", ""horarios"": [{""dia"": 3, ""inicio"": 8, ""fim"": 10}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""39B"", ""horarios"": [{""dia"": 3, ""inicio"": 8, ""fim"": 10}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 8, ""fim"": 10}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""39R2"", ""horarios"": [{""dia"": 3, ""inicio"": 8, ""fim"": 10}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","1","GCT002","Geometria Analítica","4","obrigatoria","","","[{""id"": ""39R1"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 6, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 6, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""39R2"", ""horarios"": [{""dia"": 2, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""39B"", ""horarios"": [{""dia"": 2, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","1","GCT003","Bases Matemáticas para Ciência e Tecnologia A","5","obrigatoria","","","[{""id"": ""39R2"", ""horarios"": [{""dia"": 3, ""inicio"": 8, ""fim"": 11}, {""dia"": 5, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""39B"", ""horarios"": [{""dia"": 3, ""inicio"": 8, ""fim"": 11}, {""dia"": 5, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""39R1"", ""horarios"": [{""dia"": 4, ""inicio"": 9, ""fim"": 12}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""39A"", ""horarios"": [{""dia"": 4, ""inicio"": 9, ""fim"": 12}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","1","GCT004","Biodiversidade: Interações entre Organismos e Ambientes","4","obrigatoria","","","[{""id"": ""39R1"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 3, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""39B"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 3, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 3, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""39R2"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 3, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","1","GCT005","Fenômenos Químicos - Conceitos e Experimentações","4","obrigatoria","","","[{""id"": ""39D"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 5, ""inicio"": 15, ""fim"": 17}], ""anp"": false}, {""id"": ""39R2"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 5, ""inicio"": 15, ""fim"": 17}], ""anp"": false}, {""id"": ""39B"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 5, ""inicio"": 15, ""fim"": 17}], ""anp"": false}, {""id"": ""39R4"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 5, ""inicio"": 15, ""fim"": 17}], ""anp"": false}, {""id"": ""39C"", ""horarios"": [{""dia"": 2, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""39R3"", ""horarios"": [{""dia"": 2, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""39R1"", ""horarios"": [{""dia"": 2, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","1","GCT006","Práticas de Higiene e Segurança do Trabalho","3","obrigatoria","","","[{""id"": ""39R2"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 16}], ""anp"": false}, {""id"": ""39B"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 16}], ""anp"": false}, {""id"": ""39R1"", ""horarios"": [{""dia"": 4, ""inicio"": 13, ""fim"": 16}], ""anp"": false}, {""id"": ""39A"", ""horarios"": [{""dia"": 4, ""inicio"": 13, ""fim"": 16}], ""anp"": false}]"
"DESCONHECIDO","2025/01","2","GCT007","Ciência, Tecnologia e Sociedade","3","obrigatoria","","","[{""id"": ""39B"", ""horarios"": [{""dia"": 5, ""inicio"": 9, ""fim"": 12}], ""anp"": false}, {""id"": ""39A"", ""horarios"": [{""dia"": 6, ""inicio"": 9, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","2","GCT008","Álgebra Linear","4","obrigatoria","","Minimo: GCT002","[{""id"": ""39B"", ""horarios"": [{""dia"": 2, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 15}, {""dia"": 5, ""inicio"": 15, ""fim"": 17}], ""anp"": false}]"
"DESCONHECIDO","2025/01","2","GCT009","Fenômenos Mecânicos","5","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 12}, {""dia"": 4, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""39B"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 16}, {""dia"": 4, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","2","GCT010","Raciocínio Computacional","4","obrigatoria","","","[{""id"": ""39B"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 5, ""inicio"": 15, ""fim"": 17}], ""anp"": false}, {""id"": ""39A"", ""horarios"": [{""dia"": 4, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 13, ""fim"": 15}], ""anp"": false}, {""id"": ""39C"", ""horarios"": [{""dia"": 2, ""inicio"": 15, ""fim"": 17}, {""dia"": 4, ""inicio"": 15, ""fim"": 17}], ""anp"": false}]"
"DESCONHECIDO","2025/01","2","GCT011","Projeto Integrador I","4","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 5, ""inicio"": 8, ""fim"": 12}], ""anp"": false}, {""id"": ""39B"", ""horarios"": [{""dia"": 6, ""inicio"": 8, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","3","GCT012","Fenômenos Térmicos e Ondulatórios","4","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 15, ""fim"": 17}, {""dia"": 4, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""39B"", ""horarios"": [{""dia"": 3, ""inicio"": 15, ""fim"": 17}, {""dia"": 4, ""inicio"": 15, ""fim"": 17}], ""anp"": false}]"
"DESCONHECIDO","2025/01","3","GCT013","Bioquímica: Estrutura, Propriedade e Funções das Moléculas","5","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 9, ""fim"": 12}, {""dia"": 3, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","3","GCT014","Programação de Computadores e Resolução de Problemas","4","obrigatoria","","Minimo: GCT010","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 15}, {""dia"": 5, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","3","GCT015","Metodologia de Pesquisa e Desenvolvimento Tecnológico","3","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 5, ""inicio"": 9, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","3","GCT016","Equações Diferenciais e Integrais","4","obrigatoria","","Minimo: GCT054","[{""id"": ""39A"", ""horarios"": [{""dia"": 4, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 15, ""fim"": 17}], ""anp"": false}]"
"DESCONHECIDO","2025/01","4","GCT017","Mecânica Geral","5","obrigatoria","","Minimo: GCT009","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 12}, {""dia"": 4, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","4","GCT018","Estatística: Conceitos e Experimentações","4","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 15, ""fim"": 17}, {""dia"": 5, ""inicio"": 15, ""fim"": 17}], ""anp"": false}]"
"DESCONHECIDO","2025/01","4","GCT019","Projeto Integrador II","4","obrigatoria","","Minimo: GCT015","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 13, ""fim"": 15}, {""dia"": 4, ""inicio"": 15, ""fim"": 17}], ""anp"": false}]"
"DESCONHECIDO","2025/01","5","GCT020","Relações Interpessoais e Competências não Cognitivas","3","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 16}], ""anp"": false}]"
"DESCONHECIDO","2025/01","9","GCT021","Resistência dos Materiais","4","obrigatoria","","Minimo: GCT094, GCT009","[{""id"": ""39A"", ""horarios"": [{""dia"": 5, ""inicio"": 8, ""fim"": 10}, {""dia"": 6, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","5","GCT022","Estudos do Ambiente e Sustentabilidade","3","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 9, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","5","GCT023","Cálculo Numérico","4","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","6","GCT024","Gestão de Negócios","4","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 10, ""fim"": 12}, {""dia"": 4, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","6","GCT025","Projeto Integrador III","4","obrigatoria","","Forte: GCT019","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 15, ""fim"": 17}, {""dia"": 3, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","9","GCT026","Gestão de Projetos de Software","3","obrigatoria","","","[]"
"DESCONHECIDO","2025/01","4","GCT028","Engenharia do Produto","4","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 4, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT030","Desenho Mecânico","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT031","Logística Agroindustrial","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT032","Planejamento e Controle da Produção","4","eletiva","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 15}, {""dia"": 4, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT033","Economia Aplicada às Engenharias","4","eletiva","","","[{""id"": ""40A"", ""horarios"": [{""dia"": 2, ""inicio"": 15, ""fim"": 17}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 15, ""fim"": 17}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT034","Resistência dos Materiais II","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT035","Eletricidade","4","eletiva","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 13, ""fim"": 15}, {""dia"": 5, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT036","Movimentação e Armazenagem de Materiais","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT037","Comercialização de Produtos Agroindustriais","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","3","GCT038","Circuitos Elétricos I","4","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 15, ""fim"": 17}, {""dia"": 3, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","4","GCT039","Eletricidade e Magnetismo","4","obrigatoria","","Minimo: GCT012","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 15, ""fim"": 17}, {""dia"": 3, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","4","GCT040","Circuitos Elétricos II","4","obrigatoria","","Minimo: GCT038","[{""id"": ""39A"", ""horarios"": [{""dia"": 4, ""inicio"": 15, ""fim"": 17}, {""dia"": 5, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","4","GCT041","Laboratório de Circuitos Elétricos I","2","obrigatoria","","Co-requisito: GCT038","[{""id"": ""39A"", ""horarios"": [{""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","5","GCT042","Eletromagnetismo","4","obrigatoria","","Minimo: GCT039","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 13, ""fim"": 15}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","5","GCT043","Dispositivos Eletrônicos","4","obrigatoria","","Minimo: GCT040","[{""id"": ""39A"", ""horarios"": [{""dia"": 4, ""inicio"": 8, ""fim"": 10}, {""dia"": 5, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","5","GCT044","Medidas Elétricas","4","obrigatoria","","Minimo: GCT038","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 15, ""fim"": 17}, {""dia"": 4, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","6","GCT045","Conversão de Energia Elétrica","4","obrigatoria","","Minimo: GCT040","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 13, ""fim"": 15}, {""dia"": 4, ""inicio"": 15, ""fim"": 17}], ""anp"": false}]"
"DESCONHECIDO","2025/01","6","GCT046","Circuitos Digitais","6","obrigatoria","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 4, ""inicio"": 13, ""fim"": 15}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","6","GCT047","Circuitos Analógicos","4","obrigatoria","","Minimo: GCT043","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 15}, {""dia"": 4, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","6","GCT048","Sinais e Sistemas","4","obrigatoria","","Minimo: GCT016","[{""id"": ""39A"", ""horarios"": [{""dia"": 5, ""inicio"": 8, ""fim"": 10}, {""dia"": 6, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","7","GCT049","Processo de Desenvolvimento de Software","4","obrigatoria","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT050","Sistemas Digitais","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","7","GCT051","Requisitos de Software","4","obrigatoria","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT052","Programação Orientada a Objetos","4","eletiva","","Forte: GCT014","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 8, ""fim"": 10}, {""dia"": 4, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT053","Estruturas de Dados I","4","eletiva","","Minimo: GCT014","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 15, ""fim"": 17}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","2","GCT054","Bases Matemáticas para Ciência e Tecnologia B","5","obrigatoria","","Minimo: GCT003","[{""id"": ""39B"", ""horarios"": [{""dia"": 3, ""inicio"": 9, ""fim"": 12}, {""dia"": 4, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 9, ""fim"": 12}, {""dia"": 3, ""inicio"": 15, ""fim"": 17}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT055","Sistemas Operacionais","4","eletiva","","Minimo: GCT089","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 15}, {""dia"": 6, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","8","GCT056","Processo de Qualidade de Software","4","obrigatoria","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT057","Interação Humano-Computador","4","eletiva","","Forte: GCT014","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 15, ""fim"": 17}, {""dia"": 4, ""inicio"": 15, ""fim"": 17}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT058","Banco de Dados","4","eletiva","","Forte: GCT014","[{""id"": ""39A"", ""horarios"": [{""dia"": 4, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT059","Redes de Computadores","4","eletiva","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","9","GCT060","Introdução à Análise de Desempenho de Software","4","obrigatoria","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT061","Cultura Indígena e Afro-brasileira","2","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT062","Língua Brasileira de Sinais ? Libras","2","eletiva","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 5, ""inicio"": 15, ""fim"": 17}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT063","Relações de Gênero no Mundo do Trabalho","2","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT064","Direitos Humanos, Ambiente e Sustentabilidade","2","eletiva","","","[]"
"DESCONHECIDO","2025/01","7","GCT065","Introdução ao Curso de Engenharia de Produção","3","obrigatoria","","","[{""id"": ""40A"", ""horarios"": [{""dia"": 5, ""inicio"": 13, ""fim"": 16}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT066","Sistemas e Informação","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT067","Termodinâmica Aplicada","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT068","Tecnologias dos Materiais Metálicos","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT069","Controle Estatístico do Processo","4","eletiva","","Minimo: GCT137","[{""id"": ""39A"", ""horarios"": [{""dia"": 4, ""inicio"": 15, ""fim"": 17}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT070","Mecânica dos Fluídos","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","7","GCT071","Pesquisa Operacional para Engenharia de Produção I","4","obrigatoria","","Minimo: GCT008, GCT010","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT073","Metrologia","4","eletiva","","","[{""id"": ""39A"", ""horarios"": [{""dia"": 4, ""inicio"": 15, ""fim"": 17}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","7","GCT075","Processos de Fabricação","4","obrigatoria","","Minimo: GCT094","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT076","Gestão de Custos","3","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT078","Desenvolvimento e Projeto do Produto","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT079","Relações de Trabalho Agroindustrial","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT080","Processos de Produção Agropecuária","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT084","Gerenciamento da Empresa Rural","3","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT085","Gestão de Empresas","3","eletiva","","","[]"
"DESCONHECIDO","2025/01","7","GCT086","Verificação e Validação","4","obrigatoria","","","[{""id"": ""41A"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 15}, {""dia"": 5, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT087","Sistemas Inteligentes","4","eletiva","","Minimo: GCT014, GCT018","[{""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 4, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","7","GCT088","Projeto de Software","4","obrigatoria","","","[{""id"": ""41A"", ""horarios"": [{""dia"": 4, ""inicio"": 15, ""fim"": 17}, {""dia"": 5, ""inicio"": 15, ""fim"": 17}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT089","Organização de Computadores","4","eletiva","","","[{""id"": ""41A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","8","GCT090","Arquitetura de Software","4","obrigatoria","","","[]"
"DESCONHECIDO","2025/01","8","GCT091","Manutenção e Evolução de Software","4","obrigatoria","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT092","Empreendedorismo e Inovação","4","eletiva","","","[{""id"": ""41A"", ""horarios"": [{""dia"": 5, ""inicio"": 10, ""fim"": 12}, {""dia"": 5, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","7","GCT093","Desenho Técnico","4","obrigatoria","","","[{""id"": ""42A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}, {""id"": ""39A"", ""horarios"": [{""dia"": 3, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","5","GCT094","Ciência e Tecnologia dos Materiais","4","obrigatoria","","Minimo: GCT012, GCT016, GCT005","[{""id"": ""39A"", ""horarios"": [{""dia"": 4, ""inicio"": 10, ""fim"": 12}, {""dia"": 6, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","5","GCT095","Laboratório de Circuitos Elétricos II","2","obrigatoria","","Co-requisito: GCT040","[{""id"": ""39A"", ""horarios"": [{""dia"": 6, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","8","GCT096","Medição e Análise","4","obrigatoria","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT097","Tópicos em Banco de Dados","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT098","Tópicos em Desenvolvimento de Software","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT099","Tópicos em Sistemas Inteligentes","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT100","Tópicos em Engenharia de Software","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT102","Tópicos em Tecnologias Emergentes","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","7","GCT103","Ética e Legislação em Computação","3","obrigatoria","","","[{""id"": ""41A"", ""horarios"": [{""dia"": 2, ""inicio"": 15, ""fim"": 17}, {""dia"": 4, ""inicio"": 13, ""fim"": 15}], ""anp"": false}]"
"DESCONHECIDO","2025/01","8","GCT105","Gestão da Qualidade","4","obrigatoria","","","[{""id"": ""40A"", ""horarios"": [{""dia"": 3, ""inicio"": 8, ""fim"": 10}, {""dia"": 5, ""inicio"": 15, ""fim"": 17}], ""anp"": false}]"
"DESCONHECIDO","2025/01","8","GCT108","Máquinas Elétricas","4","obrigatoria","","","[]"
"DESCONHECIDO","2025/01","7","GCT109","Sistemas de Controle Linear","4","obrigatoria","","","[{""id"": ""42A"", ""horarios"": [{""dia"": 2, ""inicio"": 8, ""fim"": 10}, {""dia"": 4, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","Indefinido","GCT110","Materiais Elétricos","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","7","GCT111","Princípios de Comunicações","4","obrigatoria","","","[{""id"": ""42A"", ""horarios"": [{""dia"": 3, ""inicio"": 8, ""fim"": 10}, {""dia"": 5, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","7","GCT112","Arquitetura de Computadores","4","obrigatoria","","","[{""id"": ""42A"", ""horarios"": [{""dia"": 2, ""inicio"": 10, ""fim"": 12}, {""dia"": 4, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","7","GCT113","Sistemas Elétricos","4","obrigatoria","","","[{""id"": ""42A"", ""horarios"": [{""dia"": 3, ""inicio"": 13, ""fim"": 15}, {""dia"": 5, ""inicio"": 10, ""fim"": 12}], ""anp"": false}]"
"DESCONHECIDO","2025/01","8","GCT114","Eletrônica de Potência","4","obrigatoria","","","[]"
"DESCONHECIDO","2025/01","Indefinido","GCT115","Sistemas de Comunicação Digital","4","eletiva","","","[]"
"DESCONHECIDO","2025/01","8","GCT116","Instrumentação","4","obrigatoria","","","[]"
"DESCONHECIDO","2025/01","7","GCT117","Fenômenos de Transporte","4","obrigatoria","","","[{""id"": ""40A"", ""horarios"": [{""dia"": 4, ""inicio"": 13, ""fim"": 15}, {""dia"": 6, ""inicio"": 8, ""fim"": 10}], ""anp"": false}, {""id"": ""42A"", ""horarios"": [{""dia"": 4, ""inicio"": 13, ""fim"": 15}, {""dia"": 6, ""inicio"": 8, ""fim"": 10}], ""anp"": false}]"
"DESCONHECIDO","2025/01","8","GCT118","Sistemas Embarcados","4","obrigatoria","","","[]"
